hops	file	leaf
tasks/build-a-vue-front-end-on-frappe-ui.md	references/theming-what-survives-an-update.md	knowledge/bench/seeds.md
tasks/build-a-vue-front-end-on-frappe-ui.md	references/theming-what-survives-an-update.md	knowledge/desk/branding.md
tasks/build-a-vue-front-end-on-frappe-ui.md	references/theming-what-survives-an-update.md	knowledge/desk/navbar.md
tasks/build-a-vue-front-end-on-frappe-ui.md	references/theming-what-survives-an-update.md	knowledge/desk/website-theme.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/button.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/create-resource.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/directives.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/doc-store.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/document-resource.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/frappe-request.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/idb-store.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/list-resource.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/lucide-icons.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/realtime.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/tailwind-preset.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/theme.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/toast.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/use-call.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/use-doctype.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/use-list.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/use-new-doc.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/vite-plugin.md
tasks/build-a-vue-front-end-on-frappe-ui.md	knowledge/ui/zoom-pan.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/connected-app.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/credential-storage.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/inbound-verification.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/integration-request.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/integration-settings.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/outbound-http.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/rest-routes.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/webhook.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/whatsapp.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/api/whitelisted-method.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/desk/server-script.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/job/rate-limiter.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/permission/csrf.md
tasks/call-an-outside-service-or-be-called-by-one.md	knowledge/permission/portal_identity.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/choosing-a-naming-rule-and-keeping-the-tests-off-its-counter.md	knowledge/bench/fixtures.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/bench/hooks.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/bench/migrate.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/bench/patches.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/choosing-a-naming-rule-and-keeping-the-tests-off-its-counter.md	knowledge/bench/records.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/choosing-a-naming-rule-and-keeping-the-tests-off-its-counter.md	knowledge/bench/runner.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/bench/standard-json.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/bench/tree.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/desk/formatters.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/desk/select.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/desk/workspace.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/action.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/autoname.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/cancel.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/changelog-popup.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/document/copy.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/db-set.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/defaults.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/document/delete-doc.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-files-an-app-is-made-of-and-what-each-one-declares.md	knowledge/document/derived-names.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/doctype-update-hook.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/doctype.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/get-default-company.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/hooks.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/naming-series.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/document/read-shortcuts.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/read.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/rename-doc.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/rename-field.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/save.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/submit.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/transaction.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/unique-index.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/validation.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/document/workflow-action-orphans.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/cache-decorators.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/format-helpers.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/get-last-day.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/get-users-with-role.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/job/list-indicator-precedence.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/qrcode.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/render-address.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/stdlib-wrappers.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/frappe-is-shorter-than-you-wrote-it.md	knowledge/job/week-boundary.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	knowledge/permission/accessor.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/permission/hooks.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/permission/permlevel.md
tasks/change-a-doctype-without-breaking-its-lifecycle.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/permission/user_permission.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/api/whitelisted-method.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/desk/hiding-a-doctype.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/desk/report.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/desk/roles.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/desk/row-scope.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/desk/workspace.md
tasks/decide-who-can-read-or-change-a-record.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/document/cancel.md
tasks/decide-who-can-read-or-change-a-record.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/document/db-set.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/document/read.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/document/role-auto-created.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/document/states.md
tasks/decide-who-can-read-or-change-a-record.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/document/transaction.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/document/transitions.md
tasks/decide-who-can-read-or-change-a-record.md	references/the-checked-and-unchecked-spelling-of-a-read-and-a-write.md	knowledge/document/validation.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/job/notification.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/accessor.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/csrf.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/docperm.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/hooks.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/permlevel.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/portal_identity.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/role.md
tasks/decide-who-can-read-or-change-a-record.md	references/permissions.md	knowledge/permission/subledger.md
tasks/decide-who-can-read-or-change-a-record.md	knowledge/permission/user_permission.md
tasks/plan-and-generate-a-new-frappe-app.md	references/delivering-to-a-site-that-is-already-running.md	knowledge/bench/build.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/case.md
tasks/plan-and-generate-a-new-frappe-app.md	references/delivering-to-a-site-that-is-already-running.md	knowledge/bench/config.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/custom-docperm.md
tasks/plan-and-generate-a-new-frappe-app.md	references/delivering-to-a-site-that-is-already-running.md	knowledge/bench/custom-json.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/fixtures.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/hooks.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/install-app.md
tasks/plan-and-generate-a-new-frappe-app.md	knowledge/bench/migrate.md
